,user_id,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
1674,249322,64329,1506980995218,4,1,17,1,25,4
1675,249322,156447,1506981587302,4,1,17,1,25,4
1676,249322,69433,1506981739296,4,1,17,1,25,7
1677,249322,65373,1506981739428,4,1,17,1,25,7
1678,249322,167259,1506982609261,4,1,17,1,25,4
1679,249322,166142,1506982744408,4,1,17,1,25,1
1680,249322,213927,1506982748468,4,1,17,1,25,1
1681,249322,166621,1506982756105,4,1,17,1,25,1
1682,249322,166215,1506982758917,4,1,17,1,25,1
1683,249322,212165,1506982760094,4,1,17,1,25,1
1684,249322,207469,1506983028213,4,1,17,1,25,4
1685,249322,202675,1506983644227,4,1,17,1,25,4
1686,249322,68887,1506984151854,4,1,17,1,25,1
1687,249322,324823,1506984157437,4,1,17,1,25,4
1688,249322,206606,1506985463081,4,1,17,1,25,4
1689,249322,161227,1506985975316,4,1,17,1,25,5
1690,249322,161363,1506986005160,4,1,17,1,25,5
1691,249322,207540,1506986077613,4,1,17,1,25,4
1692,249322,314770,1506986638823,4,1,17,1,25,7
1693,249322,286336,1506987884087,4,1,17,1,25,7
1694,249322,285808,1506987909426,4,1,17,1,25,4
1695,249322,226569,1506987991260,4,1,17,1,25,1
1696,249322,161169,1506988055123,4,1,17,1,25,1
1697,249322,158461,1506988620696,4,1,17,1,25,4
1698,249322,237224,1506988627962,4,1,17,1,25,4
1699,249322,59673,1506989001350,4,1,17,1,25,4
1700,249322,194925,1506989100295,4,1,17,1,25,4
1701,249322,107039,1506990543221,4,1,17,1,25,1
1702,249322,285343,1506990717888,4,1,17,1,25,1
1703,249322,234493,1506992147797,4,1,17,1,25,4
1704,249322,107266,1506992408505,4,1,17,1,25,1
1705,249322,107182,1506992412124,4,1,17,1,25,1
1706,249322,107042,1506992655016,4,1,17,1,25,1
1707,249322,107151,1506992657358,4,1,17,1,25,1
1708,249322,205861,1506993040293,4,1,17,1,25,4
1709,249322,157770,1506995085512,4,1,17,1,25,4
1710,249322,207825,1506995941778,4,1,17,1,25,4
1711,249322,70594,1506995971778,4,1,17,1,25,4
13423,244563,158536,1506964022641,4,3,2,1,8,1
13424,244563,236171,1506964052641,4,3,2,1,8,1
15367,243775,300470,1506963541356,4,1,17,1,25,2
15368,243775,16129,1506963571356,4,1,17,1,25,2
28881,238628,162655,1506968344304,4,4,20,1,21,2
28882,238628,225055,1506968662047,4,4,20,1,21,2
28883,238628,300470,1506968931863,4,4,20,1,21,2
28884,238628,182394,1506968961863,4,4,20,1,21,2
38567,235070,162655,1506971366289,4,1,17,1,9,2
38568,235070,96812,1506971396289,4,1,17,1,9,2
46486,232331,199198,1506973675396,4,1,17,1,25,2
46487,232331,66421,1506973976988,4,1,17,1,25,1
46488,232331,198659,1506974006988,4,1,17,1,25,1
51337,230624,166581,1506976840184,4,1,17,1,21,2
51338,230624,225055,1506976904156,4,1,17,1,21,2
51339,230624,272143,1506976934156,4,1,17,1,21,2
56638,228756,96605,1506976187562,4,1,17,1,9,5
56639,228756,166581,1506976217562,4,1,17,1,9,5
72564,222975,87188,1506980957179,1,3,2,1,21,5
78580,220715,166581,1506982812211,4,1,17,1,21,2
78581,220715,198659,1506982842211,4,1,17,1,21,2
110588,244563,158461,1506995738039,4,3,2,1,8,2
110589,244563,160417,1506995815626,4,3,2,1,8,2
110590,244563,166581,1506996061561,4,3,2,1,8,2
110591,244563,199198,1506996184034,4,3,2,1,8,2
110592,244563,272143,1506996214034,4,3,2,1,8,2
110692,208902,160974,1506995777711,4,3,20,1,25,2
110693,208902,160417,1506995798158,4,3,20,1,25,1
110694,208902,64329,1506996037501,4,3,20,1,25,2
110695,208902,272143,1506996201365,4,3,20,1,25,2
110696,208902,107039,1506996284733,4,3,20,1,25,1
110697,208902,156447,1506996314733,4,3,20,1,25,1
115992,249322,158192,1507045149728,4,1,17,1,25,4
115993,249322,87165,1507045741654,4,1,17,1,25,5
115994,249322,284547,1507046236581,4,1,17,1,25,4
115995,249322,207622,1507046239144,4,1,17,1,25,4
115996,249322,42693,1507046625440,4,1,17,1,25,7
115997,249322,162483,1507046845509,4,1,17,1,25,4
115998,249322,59452,1507047011159,4,1,17,1,25,4
115999,249322,202455,1507047013647,4,1,17,1,25,4
116000,249322,284591,1507048689596,4,1,17,1,25,1
116001,249322,14425,1507049889827,4,1,17,1,25,4
116002,249322,30402,1507049903339,4,1,17,1,25,4
116003,249322,29718,1507049907242,4,1,17,1,25,4
116004,249322,300921,1507058085866,4,1,17,1,25,7
116005,249322,235440,1507059719828,4,1,17,1,25,1
116006,249322,206142,1507060764120,4,1,17,1,25,1
116007,249322,207374,1507060787946,4,1,17,1,25,5
116008,249322,206730,1507061494053,4,1,17,1,25,7
116009,249322,206999,1507062413799,4,1,17,1,25,4
116010,249322,206639,1507062507857,4,1,17,1,25,1
116011,249322,206805,1507062515923,4,1,17,1,25,1
116012,249322,206808,1507062517564,4,1,17,1,25,1
116013,249322,207309,1507062523840,4,1,17,1,25,1
116014,249322,208077,1507063099575,4,1,17,1,25,5
116015,249322,15418,1507063852822,4,1,17,1,25,1
116016,249322,208199,1507064627549,4,1,17,1,25,4
116017,249322,156622,1507065141001,4,1,17,1,25,4
116018,249322,100921,1507066180602,4,1,17,1,25,5
116019,249322,338350,1507066739766,4,1,17,1,25,7
116020,249322,71494,1507066811645,4,1,17,1,25,4
116021,249322,214714,1507066857860,4,1,17,1,25,4
116022,249322,96635,1507066897032,4,1,17,1,25,4
116023,249322,327516,1507066922413,4,1,17,1,25,4
116024,249322,325756,1507067005287,4,1,17,1,25,1
116025,249322,160621,1507067141111,4,1,17,1,25,4
116026,249322,76373,1507067147931,4,1,17,1,25,4
116027,249322,59854,1507067158773,4,1,17,1,25,4
116028,249322,166176,1507067177227,4,1,17,1,25,4
116029,249322,65407,1507067374101,4,1,17,1,25,4
116030,249322,194197,1507067480754,4,1,17,1,25,4
116031,249322,206534,1507067864995,4,1,17,1,25,1
116032,249322,65656,1507067992090,4,1,17,1,25,4
116033,249322,166200,1507068050988,4,1,17,1,25,4
116034,249322,214835,1507068054480,4,1,17,1,25,4
116035,249322,285342,1507068106719,4,1,17,1,25,4
116036,249322,61749,1507068119026,4,1,17,1,25,4
116037,249322,75825,1507068174240,4,1,17,1,25,4
116038,249322,199418,1507068181162,4,1,17,1,25,4
116039,249322,66091,1507068241845,4,1,17,1,25,4
116040,249322,164141,1507068284426,4,1,17,1,25,4
116041,249322,36709,1507068339451,4,1,17,1,25,4
116042,249322,166302,1507068350739,4,1,17,1,25,4
116043,249322,36622,1507068373120,4,1,17,1,25,4
116044,249322,206538,1507068379958,4,1,17,1,25,4
116045,249322,214329,1507068385039,4,1,17,1,25,4
116046,249322,314034,1507068391883,4,1,17,1,25,4
116047,249322,207812,1507069163315,4,1,17,1,25,4
116048,249322,198613,1507069175980,4,1,17,1,25,4
116049,249322,284452,1507069201163,4,1,17,1,25,4
116050,249322,211486,1507069211698,4,1,17,1,25,4
116051,249322,199198,1507069545948,4,1,17,1,25,1
116052,249322,206462,1507070499816,4,1,17,1,25,4
116053,249322,208578,1507070948222,4,1,17,1,25,4
116054,249322,235886,1507071408065,4,1,17,1,25,4
116055,249322,166282,1507071431102,4,1,17,1,25,4
116056,249322,285095,1507071440598,4,1,17,1,25,4
116057,249322,236918,1507071897762,4,1,17,1,25,4
116058,249322,226681,1507071901664,4,1,17,1,25,4
116059,249322,284442,1507072259928,4,1,17,1,25,7
116060,249322,358109,1507072592043,4,1,17,1,25,4
116061,249322,203241,1507072598643,4,1,17,1,25,4
116062,249322,293008,1507072947277,4,1,17,1,25,4
116063,249322,293010,1507072962809,4,1,17,1,25,1
116064,249322,207982,1507073610685,4,1,17,1,25,4
116065,249322,207994,1507074895354,4,1,17,1,25,7
116066,249322,202672,1507074925354,4,1,17,1,25,7
117873,206351,64329,1507002062840,4,3,20,1,25,2
119783,235070,166581,1507005337874,4,1,17,1,9,2
119784,235070,324823,1507005375999,4,1,17,1,9,2
119785,235070,199198,1507005405999,4,1,17,1,9,2
132359,201637,218337,1507026892985,4,1,17,1,25,2
148470,232331,199197,1507045495530,4,1,17,1,25,2
148471,232331,337854,1507045849174,4,1,17,1,25,1
148472,232331,235230,1507045879174,4,1,17,1,25,1
165024,230624,208199,1507078995386,4,1,17,1,21,2
165025,230624,207994,1507079025386,4,1,17,1,21,2
171688,238628,156560,1507084678939,4,4,20,1,21,2
171689,238628,220102,1507084708939,4,4,20,1,21,2
173820,244563,160132,1507109362156,4,3,2,1,8,2
173821,244563,206538,1507109583031,4,3,2,1,8,1
173822,244563,156560,1507109613031,4,3,2,1,8,1
188617,249322,207311,1507134159612,4,1,17,1,25,1
188618,249322,174236,1507134239873,4,1,17,1,25,1
188619,249322,202493,1507134329464,4,1,17,1,25,1
188620,249322,69781,1507134340871,4,1,17,1,25,1
188621,249322,202289,1507134538647,4,1,17,1,25,1
188622,249322,206112,1507134540255,4,1,17,1,25,1
188623,249322,208973,1507134691402,4,1,17,1,25,7
188624,249322,162296,1507136331561,4,1,17,1,25,4
188625,249322,234336,1507136339557,4,1,17,1,25,4
188626,249322,202429,1507136363545,4,1,17,1,25,4
188627,249322,357706,1507136370033,4,1,17,1,25,4
188628,249322,255226,1507136374580,4,1,17,1,25,4
188629,249322,237257,1507136382922,4,1,17,1,25,4
188630,249322,66390,1507138584422,4,1,17,1,25,1
188631,249322,288475,1507138870405,4,1,17,1,25,7
188632,249322,166462,1507139343845,4,1,17,1,25,1
188633,249322,118793,1507139793614,4,1,17,1,25,4
188634,249322,119021,1507139798305,4,1,17,1,25,4
188635,249322,36080,1507139868014,4,1,17,1,25,4
188636,249322,118712,1507139873256,4,1,17,1,25,4
188637,249322,357895,1507139880493,4,1,17,1,25,4
188638,249322,61382,1507140014725,4,1,17,1,25,4
188639,249322,199196,1507140022029,4,1,17,1,25,4
188640,249322,198859,1507140030728,4,1,17,1,25,4
188641,249322,214644,1507140056673,4,1,17,1,25,4
188642,249322,313243,1507140081003,4,1,17,1,25,4
188643,249322,285524,1507140089110,4,1,17,1,25,4
188644,249322,285719,1507140112610,4,1,17,1,25,4
188645,249322,65588,1507140218404,4,1,17,1,25,4
188646,249322,66193,1507140229500,4,1,17,1,25,4
188647,249322,68771,1507140253486,4,1,17,1,25,4
188648,249322,32652,1507140263735,4,1,17,1,25,4
188649,249322,195427,1507140299343,4,1,17,1,25,4
188650,249322,234173,1507140326330,4,1,17,1,25,4
188651,249322,157300,1507140330287,4,1,17,1,25,4
188652,249322,237730,1507140340872,4,1,17,1,25,4
188653,249322,283022,1507140349319,4,1,17,1,25,4
188654,249322,285101,1507140365887,4,1,17,1,25,4
188655,249322,285802,1507140374005,4,1,17,1,25,4
188656,249322,175476,1507140387356,4,1,17,1,25,4
188657,249322,47979,1507140392949,4,1,17,1,25,4
188658,249322,162585,1507140702146,4,1,17,1,25,4
188659,249322,36910,1507140719264,4,1,17,1,25,4
188660,249322,255957,1507141096558,4,1,17,1,25,4
188661,249322,114052,1507141379495,4,1,17,1,25,7
188662,249322,59863,1507141895443,4,1,17,1,25,4
188663,249322,156963,1507141902066,4,1,17,1,25,4
188664,249322,198820,1507141909289,4,1,17,1,25,4
188665,249322,206211,1507142049396,4,1,17,1,25,4
188666,249322,202492,1507142053089,4,1,17,1,25,4
188667,249322,70092,1507142939532,4,1,17,1,25,4
188668,249322,156723,1507142985701,4,1,17,1,25,4
188669,249322,65707,1507143211035,4,1,17,1,25,4
188670,249322,205847,1507143541054,4,1,17,1,25,7
188671,249322,199376,1507144058217,4,1,17,1,25,4
188672,249322,32750,1507144062049,4,1,17,1,25,4
188673,249322,233464,1507144077663,4,1,17,1,25,4
188674,249322,214800,1507144480792,4,1,17,1,25,5
188675,249322,194237,1507145612462,4,1,17,1,25,4
188676,249322,205846,1507145769073,4,1,17,1,25,4
188677,249322,162006,1507146035985,4,1,17,1,25,4
188678,249322,207819,1507146625661,4,1,17,1,25,4
188679,249322,207282,1507147062381,4,1,17,1,25,4
188680,249322,63772,1507148025488,4,1,17,1,25,4
188681,249322,237665,1507148056150,4,1,17,1,25,4
188682,249322,63658,1507148183482,4,1,17,1,25,4
188683,249322,205901,1507148193988,4,1,17,1,25,4
188684,249322,119336,1507148720653,4,1,17,1,25,4
188685,249322,69580,1507148764817,4,1,17,1,25,4
188686,249322,224421,1507148937457,4,1,17,1,25,4
188687,249322,58417,1507148941327,4,1,17,1,25,4
188688,249322,284410,1507149082261,4,1,17,1,25,7
188689,249322,233827,1507149325855,4,1,17,1,25,4
188690,249322,225775,1507149360111,4,1,17,1,25,4
188691,249322,214476,1507149410522,4,1,17,1,25,4
188692,249322,198610,1507149566820,4,1,17,1,25,4
188693,249322,206346,1507150588080,4,1,17,1,25,4
188694,249322,225041,1507150874997,4,1,17,1,25,4
188695,249322,212011,1507151023337,4,1,17,1,25,4
188696,249322,208567,1507151929317,4,1,17,1,25,4
188697,249322,206073,1507154152220,4,1,17,1,25,1
188698,249322,286047,1507154771406,4,1,17,1,25,7
188699,249322,168623,1507155048814,4,1,17,1,25,4
188700,249322,261685,1507155085491,4,1,17,1,25,4
188701,249322,285854,1507155113525,4,1,17,1,25,7
188702,249322,234346,1507156465689,4,1,17,1,25,4
188703,249322,198822,1507156509215,4,1,17,1,25,4
188704,249322,235777,1507156515622,4,1,17,1,25,4
188705,249322,58699,1507156521134,4,1,17,1,25,4
188706,249322,286035,1507156551199,4,1,17,1,25,7
188707,249322,214364,1507157091894,4,1,17,1,25,4
188708,249322,208048,1507157900988,4,1,17,1,25,1
188709,249322,203450,1507158781177,4,1,17,1,25,1
188710,249322,272638,1507158798291,4,1,17,1,25,4
188711,249322,160131,1507159180220,4,1,17,1,25,4
188712,249322,202598,1507159656740,4,1,17,1,25,4
188713,249322,233549,1507159723356,4,1,17,1,25,4
188714,249322,146225,1507159962603,4,1,17,1,25,7
188715,249322,236915,1507160335392,4,1,17,1,25,4
188716,249322,234919,1507160541816,4,1,17,1,25,4
188717,249322,71531,1507160957573,4,1,17,1,25,4
188718,249322,226496,1507162835151,4,1,17,1,25,4
188719,249322,108855,1507162908506,4,1,17,1,25,4
188720,249322,206027,1507163378322,4,1,17,1,25,7
188721,249322,74797,1507164315368,4,1,17,1,25,7
188722,249322,107216,1507164345368,4,1,17,1,25,7
191443,228756,233717,1507136115859,4,1,17,1,9,2
207995,235070,168623,1507164376532,4,1,17,1,9,5
207996,235070,208145,1507164406532,4,1,17,1,9,5
218550,249322,175199,1507217124223,4,1,17,1,25,4
218551,249322,140678,1507217501652,4,1,17,1,25,4
218552,249322,195697,1507217520261,4,1,17,1,25,4
218553,249322,285361,1507217526458,4,1,17,1,25,4
218554,249322,97512,1507217544359,4,1,17,1,25,4
218555,249322,313180,1507217561332,4,1,17,1,25,4
218556,249322,166123,1507217567828,4,1,17,1,25,4
218557,249322,156625,1507217579778,4,1,17,1,25,4
218558,249322,25325,1507217651848,4,1,17,1,25,4
218559,249322,42727,1507217663269,4,1,17,1,25,4
218560,249322,202459,1507217669771,4,1,17,1,25,4
218561,249322,237752,1507217684823,4,1,17,1,25,4
218562,249322,207634,1507217689105,4,1,17,1,25,4
218563,249322,123909,1507217714292,4,1,17,1,25,1
218564,249322,235804,1507218299940,4,1,17,1,25,1
218565,249322,236202,1507218461929,4,1,17,1,25,1
218566,249322,69484,1507219353581,4,1,17,1,25,7
218567,249322,299652,1507220769253,4,1,17,1,25,4
218568,249322,9690,1507220771484,4,1,17,1,25,4
218569,249322,308907,1507220778320,4,1,17,1,25,4
218570,249322,286310,1507220894506,4,1,17,1,25,4
218571,249322,36394,1507220903659,4,1,17,1,25,4
218572,249322,207167,1507220909866,4,1,17,1,25,4
218573,249322,236825,1507220917494,4,1,17,1,25,4
218574,249322,42329,1507220930188,4,1,17,1,25,4
218575,249322,205992,1507221593896,4,1,17,1,25,4
218576,249322,233420,1507221598474,4,1,17,1,25,4
218577,249322,206073,1507224198761,4,1,17,1,25,5
218578,249322,206104,1507224235358,4,1,17,1,25,5
218579,249322,208082,1507224257601,4,1,17,1,25,4
218580,249322,208071,1507232280853,4,3,2,1,25,1
218581,249322,206711,1507232892906,4,1,17,1,25,4
218582,249322,207714,1507233236886,4,1,17,1,25,4
218583,249322,207720,1507233371394,4,1,17,1,25,1
218584,249322,206775,1507234041994,4,1,17,1,25,1
218585,249322,282964,1507235511813,4,1,17,1,25,1
218586,249322,160453,1507235593219,4,1,17,1,25,1
218587,249322,119053,1507235792870,4,1,17,1,25,4
218588,249322,58637,1507235797765,4,1,17,1,25,4
218589,249322,76431,1507235840566,4,1,17,1,25,4
218590,249322,283776,1507235912196,4,1,17,1,25,1
218591,249322,114055,1507236142688,4,1,17,1,25,4
218592,249322,293006,1507238941112,4,1,17,1,25,7
218593,249322,205982,1507238949606,4,1,17,1,25,4
218594,249322,124748,1507242334509,4,1,17,1,25,7
218595,249322,284026,1507242650965,4,1,17,1,25,7
218596,249322,234318,1507242996493,4,1,17,1,25,4
218597,249322,114457,1507243106008,4,1,17,1,25,4
218598,249322,157844,1507243188437,4,1,17,1,25,4
218599,249322,118808,1507243274782,4,1,17,1,25,4
218600,249322,181833,1507243341159,4,1,17,1,25,4
218601,249322,299032,1507243355526,4,1,17,1,25,4
218602,249322,235028,1507243407353,4,1,17,1,25,4
218603,249322,299454,1507243506948,4,1,17,1,25,4
218604,249322,144963,1507243517192,4,1,17,1,25,4
218605,249322,161077,1507243544781,4,1,17,1,25,4
218606,249322,29800,1507243560989,4,1,17,1,25,4
218607,249322,271973,1507243585920,4,1,17,1,25,4
218608,249322,209817,1507243832103,4,1,17,1,25,4
218609,249322,361349,1507243849743,4,1,17,1,25,4
218610,249322,162261,1507244626205,4,1,17,1,25,4
218611,249322,208596,1507244880141,4,1,17,1,25,4
218612,249322,73445,1507246048760,4,1,17,1,25,7
218613,249322,214109,1507246858917,4,1,17,1,25,7
218614,249322,206662,1507246974103,4,1,17,1,25,1
218615,249322,207797,1507247034785,4,1,17,1,25,4
218616,249322,214600,1507248501650,4,1,17,1,25,7
218617,249322,214578,1507248876645,4,1,17,1,25,7
218618,249322,42612,1507250019120,4,1,17,1,25,7
218619,249322,206631,1507250104506,4,1,17,1,25,4
218620,249322,225124,1507250134506,4,1,17,1,25,4
219442,244563,123909,1507218226675,4,3,2,1,9,2
219443,244563,95972,1507218256675,4,3,2,1,9,2
223141,244563,123909,1507222402622,4,3,2,1,9,2
223142,244563,203288,1507222432622,4,3,2,1,9,2
232716,244563,124228,1507234779172,4,3,2,1,9,2
232717,244563,123757,1507234809172,4,3,2,1,9,2
243743,244563,124177,1507259612780,4,3,2,1,25,2
243744,244563,119583,1507260035722,4,3,2,1,25,1
243745,244563,211941,1507260065722,4,3,2,1,25,1
250655,238628,124194,1507291005276,4,4,20,1,21,2
257503,249322,207239,1507306521132,4,1,17,1,25,7
257504,249322,124350,1507310375766,4,1,17,1,25,1
257505,249322,124194,1507310432065,4,1,17,1,25,1
257506,249322,70194,1507310933088,4,1,17,1,25,7
257507,249322,124667,1507311212747,4,1,17,1,25,7
257508,249322,208057,1507311445725,4,1,17,1,25,4
257509,249322,237835,1507311625372,4,1,17,1,25,4
257510,249322,236862,1507311652933,4,1,17,1,25,1
257511,249322,357940,1507311765497,4,1,17,1,25,4
257512,249322,100929,1507312046245,4,1,17,1,25,4
257513,249322,233410,1507312076095,4,1,17,1,25,4
257514,249322,215906,1507312097927,4,1,17,1,25,4
257515,249322,157363,1507312116011,4,1,17,1,25,4
257516,249322,202442,1507312121947,4,1,17,1,25,4
257517,249322,286030,1507312131563,4,1,17,1,25,4
257518,249322,162384,1507312140501,4,1,17,1,25,4
257519,249322,224654,1507312179809,4,1,17,1,25,4
257520,249322,292621,1507312189749,4,1,17,1,25,4
257521,249322,58891,1507312212431,4,1,17,1,25,4
257522,249322,313807,1507312216392,4,1,17,1,25,4
257523,249322,158114,1507312236826,4,1,17,1,25,4
257524,249322,141491,1507312764151,4,1,17,1,25,4
257525,249322,118391,1507312896802,4,1,17,1,25,4
257526,249322,236444,1507319064505,4,1,17,1,25,7
257527,249322,162016,1507319419645,4,1,17,1,25,5
257528,249322,284912,1507320383457,4,1,17,1,25,7
257529,249322,207278,1507320779375,4,1,17,1,25,1
257530,249322,283391,1507320877540,4,1,17,1,25,1
257531,249322,286209,1507321117966,4,1,17,1,25,1
257532,249322,62702,1507322367163,4,1,17,1,25,7
257533,249322,270444,1507322405663,4,1,17,1,25,7
257534,249322,337088,1507322523109,4,1,17,1,25,4
257535,249322,235451,1507322833052,4,1,17,1,25,7
257536,249322,203890,1507324109520,4,1,17,1,25,7
257537,249322,70457,1507324199092,4,1,17,1,25,7
257538,249322,207514,1507324680968,4,1,17,1,25,7
257539,249322,124749,1507327770301,4,1,17,1,25,7
257540,249322,164570,1507328154000,4,1,17,1,25,7
257541,249322,42224,1507328160909,4,1,17,1,25,7
257542,249322,96768,1507328412186,4,1,17,1,25,4
257543,249322,70999,1507329491236,4,1,17,1,25,4
257544,249322,326748,1507329691123,4,1,17,1,25,4
257545,249322,234392,1507329699502,4,1,17,1,25,4
257546,249322,313996,1507329720493,4,1,17,1,25,4
257547,249322,237209,1507329727319,4,1,17,1,25,4
257548,249322,214021,1507329833290,4,1,17,1,25,4
257549,249322,203340,1507329843281,4,1,17,1,25,4
257550,249322,168703,1507329882959,4,1,17,1,25,4
257551,249322,293114,1507329924329,4,1,17,1,25,4
257552,249322,75922,1507330005872,4,1,17,1,25,4
257553,249322,271499,1507330023863,4,1,17,1,25,4
257554,249322,300048,1507330030066,4,1,17,1,25,4
257555,249322,169147,1507330040725,4,1,17,1,25,4
257556,249322,293336,1507330055391,4,1,17,1,25,4
257557,249322,169136,1507330125617,4,1,17,1,25,1
257558,249322,123393,1507330616176,4,1,17,1,25,7
257559,249322,158023,1507330620943,4,1,17,1,25,4
257560,249322,226639,1507330623605,4,1,17,1,25,4
257561,249322,2422,1507330629099,4,1,17,1,25,4
257562,249322,199369,1507330984472,4,1,17,1,25,4
257563,249322,284406,1507331129290,4,1,17,1,25,7
257564,249322,308930,1507331575592,4,1,17,1,25,4
257565,249322,214137,1507333429199,4,3,2,1,25,1
257566,249322,214109,1507333468950,4,1,17,1,25,1
257567,249322,214129,1507333498950,4,1,17,1,25,1
270798,235070,96480,1507323955637,4,1,17,1,9,2
270799,235070,124194,1507323985637,4,1,17,1,9,2
276842,235070,293050,1507338336219,4,1,17,1,9,2
276843,235070,313996,1507338366219,4,1,17,1,9,2
277331,244563,123826,1507339623558,4,3,2,1,9,2
277332,244563,124749,1507339705257,4,3,2,1,9,2
277333,244563,338340,1507340116766,4,3,2,1,9,2
277334,244563,293050,1507340233129,4,3,2,1,9,1
288361,220715,30730,1507390908485,4,1,17,1,21,2
288362,220715,124749,1507395121769,4,1,17,1,21,2
288815,208902,140528,1507391771627,4,3,20,1,25,2
288816,208902,160940,1507391980635,4,3,20,1,25,2
288817,208902,293114,1507392010635,4,3,20,1,25,2
294860,235070,30360,1507415326380,4,1,17,1,9,2
294861,235070,284985,1507415455278,4,1,17,1,9,2
294862,235070,124749,1507415598747,4,1,17,1,9,2
294863,235070,96755,1507415630520,4,1,17,1,9,2
294864,235070,313995,1507415660520,4,1,17,1,9,2
302793,243775,336380,1507477819197,4,1,17,1,25,2
302794,243775,198199,1507478014471,4,1,17,1,25,2
307740,249601,303565,1507497116172,4,3,2,3,28,2
320706,232331,286007,1507553148140,4,1,17,1,25,2
320707,232331,337651,1507553178140,4,1,17,1,25,2
326720,249322,214206,1507563682411,4,1,17,1,25,1
326721,249322,285663,1507563686098,4,1,17,1,25,1
326722,249322,284024,1507563713166,4,1,17,1,25,4
326723,249322,206938,1507564558271,4,1,17,1,25,1
326724,249322,209296,1507565328739,4,1,17,1,25,4
326725,249322,207778,1507565732532,4,1,17,1,25,7
326726,249322,207760,1507565826551,4,1,17,1,25,5
326727,249322,205866,1507565895642,4,1,17,1,25,1
326728,249322,288320,1507566121243,4,1,17,1,25,7
326729,249322,203260,1507566561721,4,1,17,1,25,4
326730,249322,234155,1507566760587,4,1,17,1,25,4
326731,249322,118629,1507567230431,4,1,17,1,25,4
326732,249322,292552,1507567243520,4,1,17,1,25,4
326733,249322,141561,1507567249165,4,1,17,1,25,4
326734,249322,336223,1507567262438,4,1,17,1,25,4
326735,249322,337442,1507567278830,4,1,17,1,25,4
326736,249322,162444,1507567294537,4,1,17,1,25,4
326737,249322,31836,1507567348791,4,1,17,1,25,4
326738,249322,211483,1507567367563,4,1,17,1,25,4
326739,249322,168768,1507567373979,4,1,17,1,25,4
326740,249322,313791,1507567384114,4,1,17,1,25,4
326741,249322,237504,1507567409745,4,1,17,1,25,4
326742,249322,285664,1507567440195,4,1,17,1,25,4
326743,249322,235407,1507567457584,4,1,17,1,25,4
326744,249322,211485,1507567568537,4,1,17,1,25,1
326745,249322,214097,1507567994990,4,1,17,1,25,7
326746,249322,235824,1507570901301,4,1,17,1,25,4
326747,249322,224000,1507573512001,4,1,17,1,25,1
326748,249322,300831,1507573905360,4,1,17,1,25,4
326749,249322,277355,1507573955932,4,1,17,1,25,4
