,user_id,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
206864,138424,123909,1507224596266,4,1,17,1,21,2
206865,138424,156625,1507224676257,4,1,17,1,21,2
206866,138424,36394,1507224706257,4,1,17,1,21,2
208850,167149,123909,1507225710698,4,1,17,1,13,1
208851,167149,233420,1507225740698,4,1,17,1,13,1
225430,134124,123909,1507234269544,4,3,2,1,16,2
225431,134124,123757,1507235331133,4,3,2,1,16,2
225432,134124,124228,1507235361133,4,3,2,1,16,2
227334,133689,123757,1507235330113,4,1,17,1,13,2
227335,133689,161425,1507235360113,4,1,17,1,13,2
231640,185712,215861,1507238093796,4,3,2,1,7,2
231641,185712,202376,1507238230660,4,3,2,1,7,1
231642,185712,202701,1507238343058,4,3,2,1,7,1
231643,185712,168623,1507238545256,4,3,2,1,7,1
231644,185712,276970,1507238575256,4,3,2,1,7,1
235707,185829,123757,1507241764798,4,3,2,1,4,2
235708,185829,124228,1507241963297,4,3,2,1,4,2
235709,185829,331738,1507241993297,4,3,2,1,4,2
243025,129720,161425,1507254566242,4,1,17,1,24,2
243026,129720,156625,1507254596242,4,1,17,1,24,2
254026,126788,207797,1507262561472,2,4,2,1,6,1
254027,126788,202729,1507262591472,2,4,2,1,6,1
262052,124775,124177,1507286361710,4,3,2,1,25,2
262053,124775,123757,1507286391710,4,3,2,1,25,2
263839,198052,124228,1507287441236,4,1,17,1,9,1
263840,198052,215928,1507287471236,4,1,17,1,9,1
268797,123398,124177,1507289613221,4,3,2,1,11,5
268798,123398,201907,1507289643221,4,3,2,1,11,5
282846,167149,123289,1507298198892,4,1,17,1,13,1
282847,167149,123290,1507298334803,4,1,17,1,13,1
282848,167149,124352,1507298364803,4,1,17,1,13,1
286232,120144,124177,1507300897885,4,1,17,1,5,2
286233,120144,124350,1507301036660,4,1,17,1,5,1
286234,120144,283392,1507301066660,4,1,17,1,5,1
299953,117677,49101,1507309522335,4,1,17,1,13,1
299954,117677,141203,1507309552335,4,1,17,1,13,1
304941,116835,123289,1507312470826,4,3,20,1,20,6
304942,116835,124177,1507312555960,4,3,20,1,20,1
304943,116835,124228,1507312585960,4,3,20,1,20,1
308561,159358,124176,1507315347861,4,1,17,1,25,2
308562,159358,182256,1507315967899,4,1,17,1,25,2
308563,159358,293050,1507318728060,4,1,17,1,25,2
308564,159358,293062,1507318901836,4,1,17,1,25,1
308565,159358,128957,1507318931836,4,1,17,1,25,1
309357,116061,338340,1507317823204,4,1,17,1,24,2
309358,116061,293062,1507317853204,4,1,17,1,24,2
311481,146729,166118,1507317265549,4,1,17,1,5,5
311482,146729,30855,1507317753514,4,1,17,1,5,1
311483,146729,30854,1507317783514,4,1,17,1,5,1
330633,111869,70999,1507331875815,4,1,17,1,5,2
330634,111869,293114,1507331905815,4,1,17,1,5,2
345317,108279,70999,1507347986092,4,3,20,1,25,2
345318,108279,208430,1507348016092,4,3,20,1,25,2
347398,185829,124749,1507355910251,4,3,2,1,4,2
347399,185829,293114,1507355940251,4,3,2,1,4,2
352830,124775,124749,1507371251292,4,3,2,1,25,2
352831,124775,293114,1507371281292,4,3,2,1,25,2
355641,105859,158906,1507374430079,4,1,17,1,21,2
355642,105859,156560,1507374902805,4,1,17,1,21,1
355643,105859,162300,1507374932805,4,1,17,1,21,1
363971,104137,313995,1507382224648,4,4,20,1,25,1
363972,104137,206923,1507382254648,4,4,20,1,25,1
369569,160668,160940,1507387022764,4,1,17,1,13,2
369570,160668,293050,1507387253496,4,1,17,1,13,1
369571,160668,332385,1507387283496,4,1,17,1,13,1
375546,172241,123909,1507393345612,4,3,2,1,20,1
375547,172241,124748,1507393464332,4,3,2,1,20,1
375548,172241,272218,1507396172136,4,3,2,1,20,2
375549,172241,293114,1507396202136,4,3,2,1,20,2
381716,100346,140528,1507398761917,4,1,17,1,16,2
381717,100346,123290,1507398791917,4,1,17,1,16,2
393088,97976,301030,1507414699628,4,1,17,1,24,1
393089,97976,299170,1507414814791,4,1,17,1,24,1
393090,97976,274204,1507415075297,4,1,17,1,24,1
393091,97976,118548,1507415105297,4,1,17,1,24,1
399594,96514,195135,1507424996501,4,1,17,1,17,1
399595,96514,156355,1507425026501,4,1,17,1,17,1
403037,129720,124749,1507431528886,4,1,17,1,24,2
403038,129720,124748,1507431587104,4,1,17,1,24,1
403039,129720,156355,1507432364475,4,1,17,1,24,2
403040,129720,129434,1507432394475,4,1,17,1,24,2
404082,95516,156355,1507434347646,4,3,2,1,21,2
404083,95516,338339,1507434377646,4,3,2,1,21,2
405133,95277,205832,1507437209990,4,1,17,1,21,1
405134,95277,118548,1507437239990,4,1,17,1,21,1
407208,94818,338339,1507452583650,4,3,2,1,25,2
407209,94818,129434,1507452725490,4,3,2,1,25,2
407210,94818,141972,1507452989348,4,3,2,1,25,1
407211,94818,313995,1507453019348,4,3,2,1,25,1
411000,150724,158047,1507460648612,4,3,2,1,17,2
411001,150724,129434,1507460678612,4,3,2,1,17,2
412706,124775,129434,1507462472521,4,3,2,1,25,2
412707,124775,336380,1507462502521,4,3,2,1,25,2
419838,95277,198199,1507475115467,4,1,17,1,21,1
419839,95277,235872,1507475145467,4,1,17,1,21,1
425409,91094,68924,1507484512912,4,3,2,1,6,2
425410,91094,336380,1507484542912,4,3,2,1,6,2
431990,187795,211856,1507498017844,4,1,17,1,15,1
431991,187795,341225,1507498047844,4,1,17,1,15,1
444304,153202,160129,1507506204106,4,3,20,1,25,2
444305,153202,158047,1507506234106,4,3,20,1,25,2
447892,96514,194645,1507510440058,4,1,17,1,17,1
447893,96514,299841,1507510470058,4,1,17,1,17,1
453949,129720,87192,1507518522065,4,1,17,1,24,2
453950,129720,87224,1507518552065,4,1,17,1,24,2
466002,120144,299841,1507547720952,4,1,17,1,5,2
466003,120144,133160,1507547750952,4,1,17,1,5,2
467163,82859,214296,1507548092898,4,3,2,1,6,1
467164,82859,62567,1507548179281,4,3,2,1,6,1
467165,82859,64346,1507548209281,4,3,2,1,6,1
471381,82165,141004,1507549612390,4,3,20,1,25,2
471382,82165,235525,1507549810329,4,3,20,1,25,2
471383,82165,31520,1507549947426,4,3,20,1,25,1
471384,82165,337651,1507550056128,4,3,20,1,25,2
471385,82165,337878,1507550151400,4,3,20,1,25,1
471386,82165,321186,1507550181400,4,3,20,1,25,1
478231,81071,245723,1507552492718,4,1,17,1,16,5
478232,81071,243984,1507552522718,4,1,17,1,16,5
480260,198052,97031,1507555697195,4,1,17,1,9,2
480261,198052,198243,1507556010642,4,1,17,1,9,7
480262,198052,198540,1507556040642,4,1,17,1,9,7
486338,185829,14392,1507556975120,4,3,2,1,4,7
486339,185829,14394,1507557005120,4,3,2,1,4,7
486426,82165,161801,1507557089093,4,3,20,1,25,2
486427,82165,237612,1507557222562,4,3,20,1,25,2
486428,82165,187357,1507557306504,4,3,20,1,25,1
486429,82165,162718,1507557379323,4,3,20,1,25,1
486430,82165,84420,1507557516084,4,3,20,1,25,1
486431,82165,10370,1507557546084,4,3,20,1,25,1
490030,95516,161801,1507560759811,4,3,2,1,21,2
490031,95516,191895,1507560789811,4,3,2,1,21,2
494303,120144,214283,1507562290051,4,1,17,1,5,2
494304,120144,214576,1507562320051,4,1,17,1,5,2
495898,78338,237612,1507563031554,4,1,17,1,25,5
495899,78338,336380,1507563061554,4,1,17,1,25,5
500700,77610,214206,1507566034936,4,3,2,1,7,2
500701,77610,59057,1507566064936,4,3,2,1,7,2
504770,77005,233595,1507570839795,4,1,17,1,21,2
504771,77005,288320,1507570869795,4,1,17,1,21,2
508331,120144,288320,1507571740802,4,1,17,1,5,2
508332,120144,59057,1507571770802,4,1,17,1,5,2
512601,82165,31836,1507570713327,4,3,20,1,25,2
512602,82165,288320,1507570743327,4,3,20,1,25,2
514222,78338,288320,1507571500617,4,1,17,1,25,5
514223,78338,100953,1507571530617,4,1,17,1,25,5
524966,116061,336223,1507577252900,4,1,17,1,24,2
524967,116061,214206,1507577282900,4,1,17,1,24,2
535867,185712,225019,1507580646067,4,3,2,1,7,2
535868,185712,207813,1507580676067,4,3,2,1,7,2
538582,82165,336223,1507581712246,4,3,20,1,25,2
538583,82165,59057,1507581742246,4,3,20,1,25,2
547027,70641,48403,1507587547636,4,1,17,1,21,7
547028,70641,119193,1507587690557,4,1,17,1,21,2
547029,70641,59057,1507587960596,4,1,17,1,21,2
547030,70641,288325,1507587990596,4,1,17,1,21,2
547697,70519,70793,1507587585803,4,1,17,1,24,5
547698,70519,63844,1507587615803,4,1,17,1,24,5
552336,69701,31836,1507591347652,4,3,20,1,8,7
552337,69701,30611,1507591377652,4,3,20,1,8,7
563203,67715,115148,1507600310811,4,4,2,10,28,7
563204,67715,11491,1507600340811,4,4,2,10,28,7
568592,66743,65774,1507608214246,4,4,20,1,25,1
568593,66743,58715,1507608244246,4,4,20,1,25,1
573387,185712,271261,1507626326064,4,3,2,1,7,2
573388,185712,336221,1507626356064,4,3,2,1,7,2
593129,62985,300082,1507635039420,4,1,17,1,17,2
593130,62985,234698,1507635170539,4,1,17,1,17,2
593131,62985,336221,1507635258175,4,1,17,1,17,2
593132,62985,293218,1507635288175,4,1,17,1,17,2
594963,159908,336221,1507635500975,4,1,17,1,25,2
594964,159908,300082,1507635530975,4,1,17,1,25,2
598529,120144,234698,1507637023141,4,1,17,1,5,2
598530,120144,157076,1507638867948,4,1,17,1,5,2
598531,120144,300082,1507638900776,4,1,17,1,5,2
598532,120144,288321,1507638979491,4,1,17,1,5,2
598533,120144,235870,1507639125646,4,1,17,1,5,2
598534,120144,95716,1507639373758,4,1,17,1,5,2
598535,120144,218330,1507639403758,4,1,17,1,5,2
613677,60492,156964,1507642599574,4,1,17,1,21,2
613678,60492,300082,1507642629574,4,1,17,1,21,2
624749,58991,236338,1507647189271,4,1,12,4,28,2
624750,58991,300082,1507647219271,4,1,12,4,28,2
630709,58156,234698,1507649309970,4,1,17,1,25,5
630710,58156,336221,1507649339970,4,1,17,1,25,5
637395,57284,236338,1507652088893,4,1,17,1,25,2
637396,57284,234698,1507652119917,4,1,17,1,25,2
637397,57284,336221,1507652149917,4,1,17,1,25,2
647668,159358,242596,1507658102335,4,1,17,1,25,2
647669,159358,31068,1507658132335,4,1,17,1,25,2
652086,177715,277491,1507660288333,4,1,17,1,25,1
652087,177715,42770,1507660318333,4,1,17,1,25,1
652258,120144,235616,1507660404089,4,1,17,1,5,2
652259,120144,336221,1507660434089,4,1,17,1,5,2
658726,82859,159863,1507664035171,4,3,2,1,10,7
658727,82859,211415,1507664065171,4,3,2,1,10,7
662937,82165,32082,1507666926872,4,3,20,1,25,2
662938,82165,234269,1507668283220,4,3,20,1,25,2
662939,82165,336221,1507668313220,4,3,20,1,25,2
664047,78338,13988,1507667676037,4,1,17,1,25,5
664048,78338,58565,1507667706037,4,1,17,1,25,5
668337,185712,234269,1507669984192,4,3,2,1,7,2
668338,185712,208237,1507670290195,4,3,2,1,7,2
668339,185712,207848,1507670320195,4,3,2,1,7,2
675318,52488,234269,1507674382633,4,3,2,1,12,2
675319,52488,289090,1507674412633,4,3,2,1,12,2
677608,52128,336220,1507675962170,4,3,20,1,25,2
677609,52128,289090,1507676077415,4,3,20,1,25,2
677610,52128,235616,1507676107415,4,3,20,1,25,2
679065,51898,336220,1507677156534,4,1,17,1,25,2
679066,51898,235616,1507677186534,4,1,17,1,25,2
679351,187795,184091,1507677297415,4,1,17,1,15,1
679352,187795,336221,1507677327415,4,1,17,1,15,1
684738,70641,277491,1507682999407,4,1,17,1,21,2
684739,70641,289090,1507683029407,4,1,17,1,21,2
688824,96514,194300,1507687359610,4,1,17,1,17,1
688825,96514,195037,1507687686794,4,1,17,1,17,1
688826,96514,235616,1507687716794,4,1,17,1,17,1
693470,66743,289090,1507695967657,4,4,20,1,25,1
693471,66743,288482,1507695997657,4,4,20,1,25,1
693539,49700,235616,1507696626593,4,1,12,1,24,2
693540,49700,289090,1507696656593,4,1,12,1,24,2
693962,49630,335468,1507698759684,4,1,17,1,5,5
693963,49630,32292,1507701965847,4,1,17,1,5,1
693964,49630,32730,1507701995847,4,1,17,1,5,1
700350,120144,235854,1507716720906,4,1,17,1,5,2
700351,120144,336220,1507717632663,4,1,17,1,5,1
700352,120144,289090,1507717662663,4,1,17,1,5,1
713126,47356,160142,1507722820746,4,3,2,1,21,7
713127,47356,336220,1507722850746,4,3,2,1,21,7
713647,62985,284096,1507723310178,4,1,17,1,17,2
713648,62985,336220,1507724898494,4,1,17,1,17,2
713649,62985,277491,1507724928494,4,1,17,1,17,2
720060,120144,352901,1507727040351,4,1,17,1,5,2
720061,120144,32087,1507727666840,4,1,17,1,5,1
720062,120144,31318,1507727918720,4,1,17,1,5,1
720063,120144,84074,1507727985488,4,1,17,1,5,1
720064,120144,96214,1507728066236,4,1,17,1,5,1
720065,120144,215693,1507728096236,4,1,17,1,5,1
726599,139474,183176,1507744897098,4,1,17,1,25,2
726600,139474,289090,1507744922431,4,1,17,1,25,1
726601,139474,71596,1507744952431,4,1,17,1,25,1
737169,78338,160142,1507735950029,4,1,17,1,25,5
737170,78338,288435,1507736204921,4,1,17,1,25,5
737171,78338,70591,1507736234921,4,1,17,1,25,5
738899,120144,288435,1507736795275,4,1,17,1,5,2
738900,120144,307779,1507736825275,4,1,17,1,5,2
742231,44283,354086,1507738841395,4,1,17,1,13,2
742232,44283,234267,1507738871395,4,1,17,1,13,2
752828,185829,288435,1507743202448,4,3,2,1,4,2
752829,185829,264869,1507743232448,4,3,2,1,4,2
753154,138424,307779,1507743313632,4,1,17,1,21,2
753155,138424,236673,1507743343632,4,1,17,1,21,2
760596,77005,183176,1507746606774,4,1,17,1,21,2
760597,77005,234269,1507746636774,4,1,17,1,21,2
766076,41870,354086,1507749102593,4,1,17,1,24,2
766077,41870,288435,1507749132593,4,1,17,1,24,2
767677,41712,128260,1507750968878,4,1,17,1,8,2
767678,41712,96106,1507750998878,4,1,17,1,8,2
772383,124775,354086,1507752009730,4,3,2,1,25,2
772384,124775,128260,1507752039730,4,3,2,1,25,2
787370,185712,70649,1507763259212,4,3,2,1,7,2
787371,185712,233688,1507763289212,4,3,2,1,7,2
791421,129720,233688,1507767390393,4,1,17,1,24,2
791422,129720,111043,1507767420393,4,1,17,1,24,2
793231,95277,289090,1507769332905,4,1,17,1,21,1
793232,95277,84914,1507769362905,4,1,17,1,21,1
800428,151077,111043,1507778744283,4,3,2,1,16,2
800429,151077,215993,1507778774283,4,3,2,1,16,2
803804,36869,233688,1507794401419,4,3,2,1,13,2
803805,36869,9308,1507794431419,4,3,2,1,13,2
806536,82859,183176,1507803541874,4,3,2,1,10,1
806537,82859,111043,1507803622690,4,3,2,1,10,1
806538,82859,208150,1507803652690,4,3,2,1,10,1
819684,34415,183176,1507818352481,4,3,2,1,3,1
819685,34415,111043,1507818406369,4,3,2,1,3,1
819686,34415,215993,1507818436369,4,3,2,1,3,1
828451,82859,348112,1507829496058,4,3,2,1,10,1
828452,82859,214084,1507829710147,4,3,2,1,10,1
828453,82859,336245,1507829740147,4,3,2,1,10,1
834493,32210,96252,1507838963765,4,4,20,1,8,2
834494,32210,194920,1507839101969,4,4,20,1,8,1
834495,32210,285130,1507839362100,4,4,20,1,8,1
834496,32210,9308,1507839566356,4,4,20,1,8,1
834497,32210,96210,1507839596356,4,4,20,1,8,1
834812,34415,174905,1507839259638,4,3,2,1,3,1
834813,34415,9308,1507839537020,4,3,2,1,3,1
834814,34415,233742,1507839627916,4,3,2,1,3,1
834815,34415,160096,1507839657916,4,3,2,1,3,1
838332,31645,233688,1507845292377,4,3,2,1,25,2
838333,31645,183176,1507845420897,4,3,2,1,25,2
838334,31645,111043,1507845450897,4,3,2,1,25,2
840063,97976,100924,1507845439971,4,1,17,1,24,1
840064,97976,355163,1507845469971,4,1,17,1,24,1
848999,185712,70484,1507855618206,4,3,2,1,7,2
849000,185712,96210,1507855648206,4,3,2,1,7,2
851858,96514,32088,1507859135833,4,1,17,1,17,2
851859,96514,190593,1507859459902,4,1,17,1,17,1
851860,96514,186047,1507859599183,4,1,17,1,17,1
851861,96514,194789,1507860134846,4,1,17,1,17,1
851862,96514,194407,1507860164846,4,1,17,1,17,1
852877,34415,234390,1507859968684,4,3,2,1,3,1
852878,34415,336245,1507859998684,4,3,2,1,3,1
860698,28388,71161,1507885382622,2,4,2,1,25,2
860699,28388,96210,1507885412622,2,4,2,1,25,2
861325,34415,96210,1507886515504,4,3,2,1,3,1
861326,34415,97106,1507886545504,4,3,2,1,3,1
865911,120144,57616,1507892785609,4,1,17,1,5,2
865912,120144,30394,1507892815609,4,1,17,1,5,2
869107,78338,161873,1507893288981,4,1,17,1,25,5
869108,78338,283402,1507893527636,4,1,17,1,25,5
869109,78338,337441,1507895939534,4,1,17,1,25,1
869110,78338,96210,1507895969534,4,1,17,1,25,1
870942,41870,71161,1507894771566,4,1,17,1,24,2
870943,41870,237580,1507894804272,4,1,17,1,24,2
870944,41870,300234,1507894924940,4,1,17,1,24,2
870945,41870,250043,1507894954940,4,1,17,1,24,2
873985,62985,96210,1507897342343,4,1,17,1,17,2
873986,62985,336245,1507897372343,4,1,17,1,17,2
874334,120144,20691,1507896338333,4,1,17,1,5,2
874335,120144,336245,1507900625218,4,1,17,1,5,2
874336,120144,271262,1507900655218,4,1,17,1,5,2
874781,167149,355155,1507896561759,4,1,17,1,13,1
874782,167149,355175,1507896591759,4,1,17,1,13,1
874942,95277,237580,1507896684684,4,1,17,1,21,1
874943,95277,236266,1507896784518,4,1,17,1,21,1
874944,95277,235468,1507896829858,4,1,17,1,21,1
874945,95277,284583,1507897012888,4,1,17,1,21,1
874946,95277,283402,1507897042888,4,1,17,1,21,1
876299,34415,21295,1507897643522,4,3,2,1,3,1
876300,34415,285045,1507897673522,4,3,2,1,3,1
876806,26700,300234,1507899176024,4,1,17,1,21,2
876807,26700,57616,1507899206024,4,1,17,1,21,2
883531,198508,58580,1507907548485,4,1,17,1,25,2
883532,198508,283764,1507907578485,4,1,17,1,25,2
885466,57284,314848,1507904639474,4,1,17,1,25,1
885467,57284,271262,1507905496327,4,1,17,1,25,2
885468,57284,283437,1507905526327,4,1,17,1,25,2
889489,120144,96210,1507906517395,4,1,17,1,5,2
889490,120144,31805,1507906547395,4,1,17,1,5,2
889767,185829,58580,1507906545258,4,3,2,1,4,2
889768,185829,284583,1507906575258,4,3,2,1,4,2
892527,57284,137307,1507908267467,4,1,17,1,25,1
892528,57284,234192,1507908297467,4,1,17,1,25,1
904301,120144,236610,1507915250753,4,1,17,1,5,2
904302,120144,225010,1507915280753,4,1,17,1,5,2
905258,77005,271262,1507915284507,4,1,17,1,21,2
905259,77005,96210,1507915314507,4,1,17,1,21,2
910390,23062,236566,1507919134664,4,1,17,1,21,2
910391,23062,244989,1507919164664,4,1,17,1,21,2
910938,104137,236596,1507918781655,4,4,20,1,25,2
910939,104137,65991,1507918811655,4,4,20,1,25,2
927222,187795,194289,1507936044199,4,1,17,1,15,1
927223,187795,191911,1507937294518,4,1,17,1,15,1
927224,187795,161876,1507937324518,4,1,17,1,15,1
935209,34415,172730,1507946814451,4,3,2,1,3,1
935210,34415,173334,1507946888420,4,3,2,1,3,1
935211,34415,107134,1507946958257,4,3,2,1,3,1
935212,34415,299452,1507947230202,4,3,2,1,3,1
935213,34415,271262,1507947472698,4,3,2,1,3,1
935214,34415,241944,1507947700134,4,3,2,1,3,1
935215,34415,199649,1507948210898,4,3,2,1,3,1
935216,34415,158882,1507948561093,4,3,2,1,3,1
935217,34415,96940,1507948921488,4,3,2,1,3,1
935218,34415,166144,1507948951488,4,3,2,1,3,1
938158,151077,293513,1507953087279,4,3,2,1,16,2
938159,151077,50504,1507953383714,4,3,2,1,16,2
938160,151077,336245,1507953652203,4,3,2,1,16,2
938161,151077,221338,1507953682203,4,3,2,1,16,2
939613,124775,158882,1507958324804,4,3,2,1,25,2
939614,124775,293513,1507958354804,4,3,2,1,25,2
943072,70641,293513,1507975218274,4,1,17,1,21,2
943073,70641,237785,1507975248274,4,1,17,1,21,2
950294,51898,338336,1507985814121,4,1,17,1,25,1
950295,51898,337438,1507986137009,4,1,17,1,25,1
950296,51898,107305,1507986167009,4,1,17,1,25,1
954759,34415,174423,1507991521119,4,3,2,1,3,1
954760,34415,251515,1507991551119,4,3,2,1,3,1
956466,17539,245161,1507994487023,4,3,2,1,16,2
956467,17539,293513,1507994517023,4,3,2,1,16,2
963791,16658,209013,1508005487914,4,3,2,1,25,2
963792,16658,58619,1508005517914,4,3,2,1,25,2
981773,34415,208981,1508059749268,4,3,2,1,3,1
981774,34415,205869,1508059779268,4,3,2,1,3,1
983848,94818,237822,1508065008256,4,3,2,1,25,2
983849,94818,331780,1508065038256,4,3,2,1,25,2
986106,13831,21384,1508069088760,4,3,2,1,8,1
986107,13831,237822,1508069118760,4,3,2,1,8,1
997419,70641,331116,1508108500578,4,1,17,1,21,2
997420,70641,214753,1508108530578,4,1,17,1,21,2
1002494,11801,331116,1508099104158,4,3,2,1,25,2
1002495,11801,214753,1508099134158,4,3,2,1,25,2
1004148,95277,202355,1508100376453,4,1,17,1,21,1
1004149,95277,218028,1508100406453,4,1,17,1,21,1
1009324,58156,237822,1508104161756,4,1,17,1,25,5
1009325,58156,199372,1508104191756,4,1,17,1,25,5
1017093,96514,187071,1508112000512,4,1,17,1,17,1
1017094,96514,195881,1508112101936,4,1,17,1,17,1
1017095,96514,202355,1508112131936,4,1,17,1,17,1
1022684,198508,214753,1508118931945,4,1,17,1,25,2
1022685,198508,202355,1508118961945,4,1,17,1,25,2
1026915,94818,331116,1508138623669,4,3,2,1,25,2
1026916,94818,74722,1508138653669,4,3,2,1,25,2
1046799,159908,285849,1508157691668,4,1,17,1,25,2
1046800,159908,97530,1508157721668,4,1,17,1,25,2
1054839,120144,202355,1508160774391,4,1,17,1,5,2
1054840,120144,289003,1508160956581,4,1,17,1,5,2
1054841,120144,336254,1508160986581,4,1,17,1,5,2
1064303,47356,166322,1508165918941,4,3,2,1,21,7
1064304,47356,36609,1508165948941,4,3,2,1,21,7
1079723,3553,351876,1508175111981,4,3,2,1,25,1
1079724,3553,351875,1508175141981,4,3,2,1,25,1
1085419,95277,233988,1508178779489,4,1,17,1,21,1
1085420,95277,156807,1508178809489,4,1,17,1,21,1
1086387,44283,277107,1508179376591,4,1,17,1,13,2
1086388,44283,289003,1508179406591,4,1,17,1,13,2
1086898,70641,30760,1508201253765,4,1,17,1,21,2
1086899,70641,211442,1508201283765,4,1,17,1,21,2
1087242,164664,257940,1508180395821,4,1,12,1,22,1
1087243,164664,166380,1508180425821,4,1,12,1,22,1
1097492,34415,235105,1508189875840,4,3,2,1,3,1
1097493,34415,156279,1508189905840,4,3,2,1,3,1
1103548,185712,205958,1508197091171,4,3,2,1,7,2
1103549,185712,209122,1508197121171,4,3,2,1,7,2
1104709,949,50644,1508198532041,4,1,17,1,15,2
1104710,949,209122,1508198562041,4,1,17,1,15,2
1107885,96514,208587,1508202009212,4,1,17,1,17,1
1107886,96514,50644,1508203211778,4,1,17,1,17,2
1107887,96514,194561,1508203241778,4,1,17,1,17,2
1110259,34415,223926,1508205320075,4,3,2,1,3,1
1110260,34415,79851,1508205350075,4,3,2,1,3,1
